Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
f59d227c-75ef-40d7-b3d0,02-01-2024,05:10:28,Online,Debit Card,None,Standard,Anytime,143,London Euston,Manchester Piccadilly,02-01-2024,06:30:00,08:20:00,08:20:00,On Time,NA,No
43f6e2cc-1e3c-4485-b3d5,02-01-2024,05:11:07,Online,Credit Card,Disabled,Standard,Anytime,43,London St Pancras,Wolverhampton,02-01-2024,06:30:00,08:00:00,08:00:00,On Time,NA,No
7cce43e2-e42c-4f96-bb39,02-01-2024,05:22:59,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,02-01-2024,06:45:00,07:15:00,07:15:00,On Time,NA,No
b844490f-5176-426e-951b,02-01-2024,05:32:11,Online,Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,03-01-2024,04:00:00,05:50:00,05:50:00,On Time,NA,No
e1820c0f-19d6-4b0f-83bb,02-01-2024,05:39:26,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,03-01-2024,04:00:00,05:50:00,05:50:00,On Time,NA,No
25020a8c-b03d-41b4-9b03,02-01-2024,05:50:39,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,02-01-2024,07:15:00,08:35:00,08:35:00,On Time,NA,No
e1f43707-2749-44c2-a7b2,02-01-2024,06:00:14,Station,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,02-01-2024,07:30:00,08:50:00,08:50:00,On Time,NA,No
99a8ff6a-a712-455f-9fc1,02-01-2024,06:01:54,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,02-01-2024,07:30:00,09:20:00,09:20:00,On Time,NA,No
92a922af-b2e9-480c-80c4,02-01-2024,06:04:35,Station,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,02-01-2024,07:30:00,08:00:00,08:00:00,On Time,NA,No
4731f61c-7199-4a3e-9b47,02-01-2024,06:05:20,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,02-01-2024,07:30:00,09:20:00,09:20:00,On Time,NA,No
a6a7421b-1640-49f2-8904,02-01-2024,06:06:49,Station,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,03-01-2024,04:30:00,05:50:00,05:50:00,On Time,NA,No
43503dfa-4ff2-475c-bc7c,02-01-2024,06:08:48,Online,Credit Card,None,Standard,Advance,22,Birmingham New Street,London St Pancras,03-01-2024,04:30:00,05:50:00,05:50:00,On Time,NA,No
a27e99cd-cc93-4483-819c,02-01-2024,06:09:57,Online,Credit Card,None,Standard,Anytime,18,Reading,Swindon,02-01-2024,07:30:00,08:15:00,08:15:00,On Time,NA,No
e50e2ca3-9818-4a4c-a19b,02-01-2024,06:21:22,Station,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,02-01-2024,07:45:00,09:35:00,09:35:00,On Time,NA,No
d1e985a0-35b2-4edf-9653,02-01-2024,06:31:43,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,02-01-2024,08:00:00,09:20:00,09:20:00,On Time,NA,No
eace2ada-5294-47e6-b4b8,02-01-2024,06:33:00,Station,Credit Card,None,First Class,Anytime,235,Liverpool Lime Street,London Euston,02-01-2024,08:00:00,10:15:00,,Cancelled,Staff Shortage,No
b1c674dc-435d-4485-b654,02-01-2024,06:33:10,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,02-01-2024,08:00:00,10:15:00,,Cancelled,Staff Shortage,No
6a6595e4-0d2c-490a-8cdc,02-01-2024,06:34:11,Station,Credit Card,Adult,First Class,Advance,78,Liverpool Lime Street,London Euston,03-01-2024,05:00:00,07:15:00,07:15:00,On Time,NA,No
0713aec5-3bd8-4086-a92f,02-01-2024,06:34:46,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,02-01-2024,08:00:00,10:15:00,,Cancelled,Staff Shortage,No
e149328e-6ed5-4d7c-ab84,02-01-2024,06:35:02,Online,Debit Card,None,Standard,Anytime,143,London Euston,Manchester Piccadilly,02-01-2024,08:00:00,09:50:00,09:50:00,On Time,NA,No
40a90cc6-8d79-43d6-8929,02-01-2024,06:37:09,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,02-01-2024,08:00:00,10:15:00,,Cancelled,Staff Shortage,No
a3102fe0-5d21-4e37-b5ee,02-01-2024,06:38:39,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,02-01-2024,08:00:00,09:20:00,,Cancelled,Signal Failure,No
1e528e8b-bc64-4e79-a1b7,02-01-2024,06:41:24,Online,Contactless,None,Standard,Anytime,34,Oxford,Bristol Temple Meads,02-01-2024,08:00:00,09:15:00,09:15:00,On Time,NA,No
63a8b7d1-22cb-4399-bb1d,02-01-2024,06:42:03,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,02-01-2024,08:00:00,10:15:00,,Cancelled,Staff Shortage,No
f5077bd8-c17b-4105-94d5,02-01-2024,06:42:12,Station,Credit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,03-01-2024,05:00:00,07:15:00,07:15:00,On Time,NA,No
5c4f45c6-12fd-44b0-8f71,02-01-2024,06:45:49,Online,Credit Card,Adult,Standard,Anytime,11,London St Pancras,Birmingham New Street,02-01-2024,08:15:00,09:35:00,09:35:00,On Time,NA,No
44dcf701-65e1-41ac-84c0,02-01-2024,06:58:18,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,02-01-2024,08:15:00,09:35:00,09:35:00,On Time,NA,No
8bbc9704-218e-4baf-93c5,02-01-2024,07:04:40,Online,Credit Card,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,02-01-2024,08:30:00,09:00:00,09:00:00,On Time,NA,No
38c6bacb-6178-4662-a775,02-01-2024,07:05:39,Station,Credit Card,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,03-01-2024,05:30:00,06:00:00,06:00:00,On Time,NA,No
b3573007-19e4-4e38-9a51,02-01-2024,07:16:54,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,02-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
414e9fd0-9e4a-4fa1-8711,02-01-2024,07:18:16,Online,Contactless,None,Standard,Anytime,25,London Paddington,Reading,02-01-2024,08:45:00,09:45:00,09:45:00,On Time,NA,No
48b383a5-3a8c-4851-85c1,02-01-2024,07:20:01,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,02-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
18f0890f-ae83-4b11-a3b6,02-01-2024,07:23:03,Station,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,03-01-2024,05:45:00,07:05:00,07:05:00,On Time,NA,No
aad2da3a-222b-43e7-83a9,02-01-2024,07:23:13,Station,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,02-01-2024,08:45:00,09:15:00,09:15:00,On Time,NA,No
e9f785bf-ee3d-44db-b2e1,02-01-2024,07:23:34,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,02-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
48f19194-1ea5-403c-9c0a,02-01-2024,07:24:34,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,02-01-2024,07:45:00,09:35:00,09:35:00,On Time,NA,No
1044df92-a0fd-4a75-bb01,02-01-2024,07:28:16,Online,Credit Card,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,03-01-2024,05:45:00,06:15:00,06:15:00,On Time,NA,No
dd9f24a6-c77c-4558-a041,02-01-2024,07:29:21,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,02-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
abbbe382-faca-4289-b9b7,02-01-2024,07:32:42,Station,Contactless,Adult,Standard,Off-Peak,12,Manchester Piccadilly,Nottingham,02-01-2024,09:00:00,10:00:00,10:59:00,Delayed,Signal Failure,No
32cabb23-6a69-44e5-a418,02-01-2024,07:33:03,Station,Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,02-01-2024,09:00:00,09:45:00,12:39:00,Delayed,Signal Failure,No
d4c3baad-ee24-41f4-8d41,02-01-2024,07:33:15,Online,Credit Card,None,First Class,Off-Peak,86,London Kings Cross,York,02-01-2024,09:00:00,10:50:00,10:50:00,On Time,NA,No
62b88907-0ae1-4654-a62a,02-01-2024,07:33:23,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,03-01-2024,06:00:00,06:30:00,06:30:00,On Time,NA,No
08af5c73-f438-46e2-b401,02-01-2024,07:36:35,Online,Debit Card,Senior,Standard,Off-Peak,35,London Kings Cross,York,02-01-2024,09:00:00,10:50:00,10:50:00,On Time,NA,No
dbc35238-0f8a-40f0-b62b,02-01-2024,07:36:37,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,03-01-2024,06:00:00,06:30:00,06:30:00,On Time,NA,No
6813fc61-5ad1-4c64-b7c1,02-01-2024,07:36:53,Online,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,02-01-2024,09:00:00,09:30:00,09:30:00,On Time,NA,No
abcbca79-681d-4c5e-8867,02-01-2024,07:49:40,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,03-01-2024,06:15:00,06:45:00,,Cancelled,Signal Failure,Yes
e40c6c02-317d-47c4-8aa9,02-01-2024,07:50:50,Online,Contactless,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,02-01-2024,09:15:00,09:45:00,09:45:00,On Time,NA,No
c0eace8f-2e1d-4c07-8021,02-01-2024,07:54:11,Online,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,03-01-2024,07:15:00,07:45:00,07:45:00,On Time,NA,No
cf96a262-65bb-4636-9f8e,02-01-2024,08:00:20,Online,Credit Card,Disabled,Standard,Advance,4,York,Doncaster,03-01-2024,06:30:00,07:00:00,07:00:00,On Time,NA,No
57d4ae3a-5ada-4247-8b29,02-01-2024,08:01:16,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,03-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
2938ca8c-fb70-489c-88fa,02-01-2024,08:02:35,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,03-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
72216639-8cbb-494d-ab4e,02-01-2024,08:11:33,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,03-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
1c184862-4155-410f-b111,02-01-2024,08:15:45,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,03-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
b2bf9180-176a-466c-8661,02-01-2024,08:19:27,Station,Contactless,Adult,Standard,Off-Peak,35,London Kings Cross,York,02-01-2024,09:45:00,11:35:00,,Cancelled,Staff Shortage,No
1ae8686f-5468-4caa-b9b8,02-01-2024,08:20:40,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,03-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
46a67e6e-4006-4df6-9499,02-01-2024,08:24:11,Station,Contactless,Adult,Standard,Advance,23,London Kings Cross,York,03-01-2024,06:45:00,08:35:00,08:35:00,On Time,NA,No
1b865f74-c857-40de-8bb3,02-01-2024,08:27:13,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,03-01-2024,06:45:00,08:35:00,08:35:00,On Time,NA,No
08043a64-07cf-4f17-bf18,02-01-2024,08:27:57,Online,Credit Card,None,First Class,Advance,32,London Paddington,Oxford,03-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
bcd1f9fe-c858-466a-b316,02-01-2024,08:28:15,Station,Contactless,Adult,Standard,Off-Peak,35,London Kings Cross,York,02-01-2024,09:45:00,11:35:00,,Cancelled,Staff Shortage,Yes
1bcad4d1-a4f1-48ce-856d,02-01-2024,08:57:10,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,03-01-2024,07:15:00,07:45:00,07:45:00,On Time,NA,No
d95c048b-47cd-4597-b2e4,02-01-2024,09:06:17,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,03-01-2024,07:30:00,08:40:00,08:40:00,On Time,NA,No
f6f18022-b9fa-40cb-8f88,02-01-2024,09:06:28,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,02-01-2024,10:30:00,12:20:00,12:20:00,On Time,NA,No
be481e94-bf95-4630-a9fc,02-01-2024,09:06:51,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,03-01-2024,07:30:00,08:00:00,08:00:00,On Time,NA,No
7a185b26-a5b5-47f2-868d,02-01-2024,09:09:28,Online,Credit Card,None,Standard,Advance,9,Reading,Swindon,03-01-2024,07:30:00,08:15:00,08:15:00,On Time,NA,No
8f923665-1aa2-48d0-b670,02-01-2024,09:10:59,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,03-01-2024,07:30:00,08:00:00,08:00:00,On Time,NA,No
5b31ef7c-3fec-4334-bb6f,02-01-2024,09:11:06,Online,Credit Card,None,Standard,Advance,9,Reading,Swindon,03-01-2024,07:30:00,08:15:00,08:15:00,On Time,NA,No
25f3a4a2-a167-4532-87fe,02-01-2024,09:23:03,Station,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,02-01-2024,10:45:00,11:15:00,11:15:00,On Time,NA,No
8cf9cded-25a7-4bdb-a489,02-01-2024,09:28:47,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,03-01-2024,07:45:00,09:35:00,09:35:00,On Time,NA,No
25d72d1a-f4ff-4277-88df,02-01-2024,09:30:54,Station,Credit Card,None,First Class,Advance,108,London Euston,Manchester Piccadilly,03-01-2024,08:00:00,09:50:00,09:50:00,On Time,NA,No
ba9e6ec7-6c30-402d-9793,02-01-2024,09:31:53,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,03-01-2024,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
100e0c8f-029e-43ad-9e66,02-01-2024,09:34:01,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,03-01-2024,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
ef586c9b-fa89-47ac-ade6,02-01-2024,09:34:19,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,03-01-2024,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
3682ea88-833e-4a99-bd80,02-01-2024,09:35:34,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,02-01-2024,11:00:00,12:50:00,12:50:00,On Time,NA,No
03c979c8-bc1b-45a4-9cae,02-01-2024,09:42:18,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,02-01-2024,11:00:00,12:20:00,12:20:00,On Time,NA,No
fefff4cd-0f11-4924-a2ca,02-01-2024,09:50:50,Online,Credit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,03-01-2024,07:45:00,09:35:00,09:35:00,On Time,NA,No
8ffbc995-f676-4fb1-a5bc,02-01-2024,09:54:35,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,02-01-2024,11:15:00,11:45:00,11:45:00,On Time,NA,No
3ca22840-45b6-40d0-9778,02-01-2024,09:57:10,Station,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,03-01-2024,08:15:00,09:35:00,,Cancelled,Signal Failure,No
bc4359df-f9cd-4564-8a3c,02-01-2024,10:15:13,Station,Credit Card,Senior,Standard,Advance,4,London Euston,Birmingham New Street,03-01-2024,09:45:00,11:05:00,11:05:00,On Time,NA,No
8daa9049-1401-4ec4-bfbd,02-01-2024,10:19:26,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,03-01-2024,08:45:00,09:45:00,09:45:00,On Time,NA,No
9f41ca1d-fbc7-4a9d-b00a,02-01-2024,10:32:20,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,03-01-2024,09:00:00,09:45:00,10:22:00,Delayed,Signal Failure,No
be9f36ee-64a2-4f41-9ac0,02-01-2024,10:41:07,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,03-01-2024,09:00:00,09:30:00,09:30:00,On Time,NA,No
9886f5b6-f820-4163-8efe,02-01-2024,10:42:08,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,02-01-2024,12:00:00,13:20:00,13:20:00,On Time,NA,No
134b5645-cc2e-40cf-9f46,02-01-2024,10:43:57,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,03-01-2024,09:00:00,10:00:00,10:00:00,On Time,NA,No
0e2e0c57-57b0-4a28-bd5e,02-01-2024,10:48:48,Online,Credit Card,None,First Class,Advance,106,London Kings Cross,Liverpool Lime Street,03-01-2024,09:15:00,11:30:00,11:30:00,On Time,NA,No
be826c41-d24e-4086-8550,02-01-2024,10:51:36,Station,Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,02-01-2024,11:15:00,11:45:00,12:17:00,Delayed,Technical Issue,Yes
d2db47e8-24d9-42f2-837d,02-01-2024,10:56:19,Online,Credit Card,None,Standard,Advance,65,London Kings Cross,Liverpool Lime Street,03-01-2024,09:15:00,11:30:00,11:30:00,On Time,NA,No
223cb664-d5a3-46eb-98b0,02-01-2024,11:01:57,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,03-01-2024,09:30:00,11:20:00,11:20:00,On Time,NA,No
3e50606b-76bf-4c7f-bdfa,02-01-2024,11:13:30,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,03-01-2024,09:30:00,10:50:00,10:50:00,On Time,NA,No
6318a62c-f665-4d46-a2e1,02-01-2024,11:18:30,Online,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,02-01-2024,12:45:00,13:45:00,13:45:00,On Time,NA,No
54aa5474-a382-49f9-bd3f,02-01-2024,11:19:10,Station,Credit Card,Adult,Standard,Off-Peak,24,York,Edinburgh,02-01-2024,12:45:00,15:15:00,15:15:00,On Time,NA,No
472e87a7-2b8c-411c-bd0e,02-01-2024,11:20:02,Station,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,02-01-2024,12:45:00,14:05:00,14:05:00,On Time,NA,No
4aa48622-9ce5-4a77-b891,02-01-2024,12:01:28,Station,Credit Card,None,Standard,Off-Peak,19,Reading,London Paddington,02-01-2024,13:30:00,13:55:00,,Cancelled,Staffing,Yes
cc9f814b-2c27-406d-909b,02-01-2024,12:06:30,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,03-01-2024,10:30:00,12:20:00,12:20:00,On Time,NA,No
313b3ab4-17a0-4d9f-a83b,02-01-2024,12:08:31,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,02-01-2024,13:30:00,14:00:00,14:00:00,On Time,NA,No
d551d829-2581-4478-8b34,02-01-2024,12:33:42,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,03-01-2024,11:00:00,11:30:00,14:24:00,Delayed,Staff Shortage,No
de18c2c6-8589-4291-b598,02-01-2024,12:39:58,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,03-01-2024,11:00:00,12:20:00,12:20:00,On Time,NA,No
9f782db9-1647-4e9f-988b,02-01-2024,12:40:30,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,03-01-2024,11:00:00,12:50:00,12:50:00,On Time,NA,No
fe40ae09-8fc0-49cb-89e3,02-01-2024,13:00:01,Online,Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,02-01-2024,14:30:00,15:00:00,15:00:00,On Time,NA,No
a2a08f51-0a50-4152-a724,02-01-2024,13:03:18,Station,Credit Card,Adult,Standard,Off-Peak,35,London Kings Cross,York,02-01-2024,14:30:00,16:20:00,16:20:00,On Time,NA,No
56c1a62e-8e4c-45e7-b06f,02-01-2024,13:06:40,Station,Credit Card,Disabled,Standard,Off-Peak,35,London Kings Cross,York,02-01-2024,14:30:00,16:20:00,16:20:00,On Time,NA,No
5850abf1-1705-4e60-b5a5,02-01-2024,13:21:58,Online,Credit Card,None,First Class,Advance,52,London Euston,Birmingham New Street,03-01-2024,11:45:00,13:05:00,13:05:00,On Time,NA,No
ed16c60a-558a-4c24-a171,02-01-2024,13:24:23,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,03-01-2024,11:45:00,13:35:00,13:35:00,On Time,NA,No
db731db6-c5cb-46c1-aeba,02-01-2024,13:33:07,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,03-01-2024,12:00:00,13:20:00,13:20:00,On Time,NA,No
0af4d6c9-5f71-41c2-a95e,02-01-2024,13:41:50,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,02-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
47b8c742-0f53-4ea6-86e4,02-01-2024,13:41:58,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,02-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
88ab44a1-60fb-41a0-a281,02-01-2024,13:57:22,Online,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,02-01-2024,15:15:00,16:35:00,16:35:00,On Time,NA,No
ad841279-67b4-478f-82b0,02-01-2024,14:10:50,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,02-01-2024,15:30:00,16:30:00,16:30:00,On Time,NA,No
2a63237d-ef3a-4de5-8329,02-01-2024,14:16:55,Station,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,03-01-2024,12:45:00,14:05:00,14:05:00,On Time,NA,No
b3404a89-184f-4004-a87a,02-01-2024,14:18:09,Station,Credit Card,None,Standard,Off-Peak,35,York,Edinburgh,02-01-2024,15:45:00,18:15:00,18:15:00,On Time,NA,No
fc2b6b34-a474-49a2-9d32,02-01-2024,14:23:21,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,03-01-2024,12:45:00,13:45:00,,Cancelled,Technical Issue,No
f4d14ed3-753c-46cb-81b4,02-01-2024,14:26:49,Station,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,03-01-2024,12:45:00,14:05:00,14:05:00,On Time,NA,No
ecda84cd-74a7-4fda-af1d,02-01-2024,14:26:59,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,02-01-2024,15:45:00,17:05:00,17:05:00,On Time,NA,No
c61083f7-8f97-411a-ae32,02-01-2024,14:30:17,Station,Credit Card,None,Standard,Anytime,67,York,Peterborough,02-01-2024,16:00:00,17:10:00,17:10:00,On Time,NA,No
3536656e-691c-4537-85ee,02-01-2024,14:36:55,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,02-01-2024,16:00:00,17:20:00,,Cancelled,Technical Issue,Yes
87ef37fc-ab43-4c69-b28a,02-01-2024,14:37:24,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,02-01-2024,16:00:00,17:20:00,,Cancelled,Technical Issue,No
d9514854-125b-4210-8227,02-01-2024,14:39:05,Station,Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,02-01-2024,16:00:00,16:30:00,16:30:00,On Time,NA,No
fa90e6b4-b1fa-4d81-ad9e,02-01-2024,14:39:57,Station,Debit Card,Disabled,Standard,Anytime,11,London St Pancras,Birmingham New Street,02-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
9cf26300-61d7-4b51-bd89,02-01-2024,14:42:12,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,02-01-2024,16:00:00,17:20:00,,Cancelled,Technical Issue,No
d290402d-f3bb-4abb-a8fc,02-01-2024,14:42:55,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,02-01-2024,16:00:00,17:20:00,,Cancelled,Technical Issue,No
f2b8a32c-456f-4343-a02c,02-01-2024,14:43:54,Station,Debit Card,Disabled,Standard,Anytime,11,London St Pancras,Birmingham New Street,02-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
